SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Condo/Co-op,297 Sumba Ct,San Jose,CA,95123,675000,2.0,2.0,SAN JOSE,1122.0,,1985.0,1,602.0,446.0,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/San-Jose/297-Sumba-Ct-95123/home/994997,MLSListings,ML81942957,N,Y,37.2554313,-121.829902,"Assigned Spaces, Detached",1.0,"Primary (Stall Shower(s)), Shower Over Tub",Dining Area,"Carpet, Tile, Vinyl/Linoleum",,Central Forced Air,Public Utilities,,5,NA,5,2.5,602.0,678619.0,5219.0,60,Bikeable,68,Somewhat walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 25 restaurants, 2 parksTransit27, 42, 66, 68, 70, 72, 73, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, BusBridge (7/25-8/13), BusBridge (Capt-Blos), Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa, Rapid 568","Sep 29, 2023",Listed (Active)MLSListings #ML81942957,675000.0,https://www.redfin.com/CA/San-Jose/297-Sumba-Ct-95123/home/994997,"Inside, Washer/Dryer","Common Area Electricity, Exterior Painting, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Reserves, Roof",,Tradewinds Terrace HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2279 Maximilian Dr,San Jose,CA,95130,1749000,4.0,2.0,SAN JOSE,1486.0,6000.0,1962.0,1,1177.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2279-Maximilian-Dr-95130/home/818069,MLSListings,ML81943620,N,Y,37.279734,-121.966353,Attached Garage,2.0,,"Dining Area in Family Room, Formal Dining Room",Laminate,Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,6,NA,8,2.5,1177.0,1789149.0,12367.0,41,Somewhat bikeable,20,Car-dependent,31,Some transit,Moderate,Minimal,Moderate,Minimal,"Places5 groceries, 23 restaurants, 4 parksTransit26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 29, 2023",Listed (Active)MLSListings #ML81943620,1749000.0,https://www.redfin.com/CA/San-Jose/2279-Maximilian-Dr-95130/home/818069,In Garage,,,,"Jan 17, 2019",Pending (Pending (Do Not Show))MLSListings #ML81728662,NA,"Jan 8, 2019",ContingentMLSListings #ML81728662,NA,"Nov 29, 2018",Price ChangedMLSListings #ML81728662,1348000.0,"Nov 8, 2018",Price ChangedMLSListings #ML81728662,1388000.0,"Oct 23, 2018",Listed (Active)MLSListings #ML81728662,1468000.0,,,,,,
MLS Listing,,Single Family Residential,4010 Timberline Dr,San Jose,CA,95121,1690000,4.0,3.0,SAN JOSE,1870.0,9361.0,1964.0,1,904.0,32.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/4010-Timberline-Dr-95121/home/1449709,MLSListings,ML81943597,N,Y,37.3064236,-121.7805588,Attached Garage,2.0,"Double Sinks, Primary (Stall Shower(s)), Shower Over Tub, Stall Shower",Dining Area in Family Room,"Laminate, Tile",Central Forced Air,Central Forced Air,"Public Utilities, Solar Panels - Leased",1.0,8,5,7,2.5,904.0,1700376.0,11981.0,55,Bikeable,18,Car-dependent,28,Some transit,Minimal,Moderate,Major,Minimal,"Places6 groceries, 30 restaurants, 1 parkTransit31, 39, 42, 71","Sep 29, 2023",Listed (Active)MLSListings #ML81943597,1690000.0,https://www.redfin.com/CA/San-Jose/4010-Timberline-Dr-95121/home/1449709,"In Utility Room, Washer/Dryer","Pools, Spa, or Tennis",Annually,Creekside Cabana Club,"Jun 10, 2020",Pending (Pending (Do Not Show))MLSListings #ML81794871,NA,"Jun 2, 2020",Listed (Active)MLSListings #ML81794871,1085000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3398 San Mardo Ave,San Jose,CA,95127,950000,3.0,1.0,SAN JOSE,1075.0,4991.0,1954.0,1,884.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3398-San-Mardo-Ave-95127/home/1730776,MLSListings,ML81943444,N,Y,37.3894086,-121.8361457,Attached Garage,2.0,,"Dining Area, Dining Area in Living Room",,,"Gas, Other (See Remarks)",Public Utilities,1.0,6,7,8,2.5,884.0,957943.0,6717.0,54,Bikeable,38,Car-dependent,34,Some transit,Severe,Major,Major,Minimal,"Places4 groceries, 25 restaurants, 6 parksTransit23, 25, 61, 64A, 64B, 70, 71, Event Orange, Event-Orange, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Rapid 522, School 270","Sep 29, 2023",Listed (Active)MLSListings #ML81943444,950000.0,https://www.redfin.com/CA/San-Jose/3398-San-Mardo-Ave-95127/home/1730776,"In Garage, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,330 Crestview Dr,Santa Clara,CA,95050,2388800,4.0,3.5,SANTA CLARA,2330.0,7198.0,1956.0,1,1025.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/330-Crestview-Dr-95050/home/1777068,MLSListings,ML81943577,N,Y,37.3316866,-121.9538213,Attached Garage,2.0,"Double Sinks, Primary (Stall Shower(s)), Shower Over Tub, Updated Bath(s)",Dining Area in Living Room,Hardwood,Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,6,5,7,2.5,1025.0,2402471.0,16890.0,78,Very bikeable,62,Somewhat walkable,41,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 27 restaurants, 3 parksTransit21, 22, 23, 25, 53, 57, 59, 60, Rapid 523","Sep 29, 2023",Listed (Active)MLSListings #ML81943577,2388800.0,https://www.redfin.com/CA/Santa-Clara/330-Crestview-Dr-95050/home/1777068,"Hookup (Gas Dryer), Inside",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,6170 De Palma Ct,San Jose,CA,95120,2300000,5.0,2.5,SAN JOSE,2703.0,16388.0,1981.0,1,851.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/6170-De-Palma-Ct-95120/home/851243,MLSListings,ML81943576,N,Y,37.2227946,-121.8951237,"Attached Garage, Gate/Door Opener, Room for Oversized Vehicle",3.0,"Double Sinks, Half on Ground Floor, Oversized Tub, Primary - Oversized Tub, Primary (Stall Shower(s)), Primary (Tub w/ Jets), Shower Over Tub, Tub in Master Bedroom, Updated Bath(s)","Breakfast Nook, Formal Dining Room","Carpet, Hardwood","Ceiling Fan, Central Forced Air, Whole House Fan",Central Forced Air (Gas),Public Utilities,2.0,8,7,8,2.5,851.0,2314822.0,16262.0,16,Somewhat bikeable,18,Car-dependent,21,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 18 restaurants, 10 parksTransit27, 64A, 64B, 83, Express 101","Sep 29, 2023",Listed (Active)MLSListings #ML81943576,2300000.0,https://www.redfin.com/CA/San-Jose/6170-De-Palma-Ct-95120/home/851243,"In Utility Room, Inside, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3145 Dorcich St,Santa Clara,CA,95050,2488000,5.0,3.0,SANTA CLARA,2487.0,10202.0,1955.0,1,1000.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/3145-Dorcich-St-95050/home/1263251,MLSListings,ML81943575,N,Y,37.3252485,-121.951866,"Attached Garage, On Street, Room for Oversized Vehicle",2.0,"Double Sinks, Dual Flush Toilet, Full on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, Stall Shower, Tile, Updated Bath(s)","Breakfast Nook, Dining Area, No Formal Dining Room","Laminate, Tile","Ceiling Fan, Central Forced Air, Multi-Zone","Central Forced Air, Electric, Fireplace, Radiant Floors",Public Utilities,1.0,6,NA,6,2.5,1000.0,2476883.0,17592.0,82,Very bikeable,90,Walker's paradise,48,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 45 restaurants, 2 parksTransit23, 25, 53, 57, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle","Sep 29, 2023",Listed (Active)MLSListings #ML81943575,2488000.0,https://www.redfin.com/CA/Santa-Clara/3145-Dorcich-St-95050/home/1263251,"Electricity Hookup (220V), In Utility Room, Inside, Tub/Sink",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,203 Mountain Springs Dr #203,San Jose,CA,95136,489000,2.0,2.0,SAN JOSE,1344.0,,1980.0,1,364.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/203-Mountain-Springs-Dr-95136/unit-203/home/18793055,MLSListings,ML81943147,N,Y,37.2821578,-121.862704,"Gate/Door Opener, Guest/Visitor Parking",2.0,,Dining Area,Laminate,Central Forced Air,Central Forced Air,Public Utilities,,NA,3,3,3.0,364.0,486621.0,3458.0,45,Somewhat bikeable,21,Car-dependent,30,Some transit,Major,Minimal,Major,Minimal,"Places3 groceries, 30 restaurants, 9 parksTransit26, 37, 64A, 66, 68, 70, 83, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueN, BlueS, BusBridge (6/9-6/15), BusBridge (7/25-8/13), BusBridge (Capt-Blos), BusBridge (San Antonio), Event Blue, Event-Blue, Express 102, L1, L2, L3, L4, L5, L6, Levi's - Santa Teresa, Rapid 568","Oct 1, 2023",ContingentMLSListings #ML81943147,NA,https://www.redfin.com/CA/San-Jose/203-Mountain-Springs-Dr-95136/unit-203/home/18793055,Washer/Dryer,,,,"Sep 29, 2023",Listed (Active)MLSListings #ML81943147,489000.0,"May 7, 2019",ContingentMLSListings #ML81748797,NA,"Apr 25, 2019",Listed (Active)MLSListings #ML81748797,299999.0,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,165 Blossom Hill Rd #97,San Jose,CA,95123,389000,3.0,2.0,SAN JOSE,1100.0,,2014.0,1,354.0,,Active,September-30-2023 03:00 PM,September-30-2023 06:00 PM,https://www.redfin.com/CA/San-Jose/165-Blossom-Hill-Rd-95123/unit-97/home/187755625,MLSListings,ML81943570,N,Y,37.252241,-121.809154,,,,Dining Area in Family Room,Laminate,,"Central Forced Air, Wall Furnace",Public Utilities,,3,6,5,2.0,354.0,389016.0,2750.0,68,Bikeable,50,Somewhat walkable,40,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit27, 42, 66, 68, 72, 73, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, Event Blue, Event-Blue, Express 102, L1, L2, L3, L4, L5, L6, Levi's - Santa Teresa, Rapid 568","Sep 29, 2023",Listed (Active)MLSListings #ML81943570,389000.0,https://www.redfin.com/CA/San-Jose/165-Blossom-Hill-Rd-95123/unit-97/home/187755625,Washer/Dryer,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1575 Monteval Ln,San Jose,CA,95120,1698000,3.0,2.0,SAN JOSE,1432.0,8063.0,1965.0,1,1186.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1575-Monteval-Ln-95120/home/976531,MLSListings,ML81943569,N,Y,37.226281,-121.9017287,Attached Garage,2.0,,"Breakfast Nook, Eat in Kitchen",,Central Forced Air,Central Forced Air,Solar Panels - Leased,1.0,8,7,8,2.5,1186.0,1705354.0,12006.0,35,Somewhat bikeable,39,Car-dependent,12,Minimal transit,Minimal,Major,Moderate,Minimal,"Places1 grocery, 18 restaurants, 8 parksTransit27, 64A, 64B, 83, Express 101","Sep 29, 2023",Listed (Active)MLSListings #ML81943569,1698000.0,https://www.redfin.com/CA/San-Jose/1575-Monteval-Ln-95120/home/976531,In Garage,Maintenance (Exterior),,,,,,,,,,,,,,,,,,,,,,,
