SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,HEATING_FEATURES,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,REDFIN_ESTIMATE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,UTILITIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Townhouse,463 Magritte Way,Mountain View,CA,94041,1675000,3.0,3.5,MOUNTAIN VIEW,1637.0,853.0,2011.0,30.0,1023.0,373.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/463-Magritte-Way-94041/home/28895592,MLSListings,ML81940328,N,Y,37.385635,-122.0569554,6,7,8,1023.0,12216.0,88,Very bikeable,32,Car-dependent,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 25 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 20, 2023",Price ChangedMLSListings #ML81940328,1675000.0,"Aug 30, 2023",Listed (Active)MLSListings #ML81940328,1739000.0,,,,,,,https://www.redfin.com/CA/Mountain-View/463-Magritte-Way-94041/home/28895592,2.0,Central Forced Air (Gas),"Ceiling Fan, Central Forced Air",2.5,1673480.0,"Attached Garage, Gate/Door Opener, Parking Restrictions","Double Sinks, Full on Ground Floor, Granite","Breakfast Bar, Dining Area","Inside, Washer/Dryer","Carpet, Tile","Individual Electric Meters, Individual Gas Meters, Natural Gas, Public Utilities",,,,3.0,"Common Area Electricity, Insurance (Common Area), Maintenance (Common Area), Management Fee, Reserves",Monthly,Mondrain HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1033 Crestview Dr #216,Mountain View,CA,94040,875000,2.0,2.0,MOUNTAIN VIEW,1140.0,,1969.0,32.0,768.0,611.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-216/home/652187,MLSListings,ML81939426,N,Y,37.3727325,-122.0598668,9,7,8,768.0,6798.0,92,Biker's paradise,81,Very walkable,43,Some transit,NA,NA,NA,NA,"Places5 groceries, 26 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 7, 2023",Relisted (Active)MLSListings #ML81939426,NA,"Sep 1, 2023",Listing RemovedMLSListings #ML81939426,NA,"Aug 22, 2023",Listed (Active)MLSListings #ML81939426,875000.0,"Oct 16, 2014",ContingentMLSListings #ML81436608,NA,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-216/home/652187,1.0,Electric,Window/Wall Unit,2.5,868483.0,"Attached Garage, Underground Parking","Granite, Stall Shower",No Formal Dining Room,Inside,Other (See Remarks),Individual Electric Meters,"Oct 9, 2014",Listed (Active)MLSListings #ML81436608,598000.0,,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Hot Water, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Roof",Monthly,Crestview/Mountain view,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1398 Socorro Ave,Sunnyvale,CA,94089,2370000,3.0,2.5,SUNNYVALE,1849.0,7693.0,2023.0,35.0,1282.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1398-Socorro-Ave-94089/home/580284,MLSListings,ML81935522,N,Y,37.3896106,-121.9887348,6,5,6,1282.0,16757.0,70,Very bikeable,40,Car-dependent,37,Some transit,Severe,Minimal,Major,Minimal,"Places1 grocery, 40 restaurants, 4 parksTransit20, 200, 55, 57, 59, ACE Gray, ACE Green, ACE Yellow, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 18, 2023",Price ChangedMLSListings #ML81935522,2370000.0,"Aug 25, 2023",Listed (Active)MLSListings #ML81935522,2449000.0,"Mar 18, 2021",Pending (Pending (Do Not Show))MLSListings #ML81829438,NA,"Feb 11, 2021",Listed (Active)MLSListings #ML81829438,1000000.0,https://www.redfin.com/CA/Sunnyvale/1398-Socorro-Ave-94089/home/580284,2.0,Central Forced Air,Central Forced Air,2.5,2342197.0,Attached Garage,,Dining Area,"Dryer, In Utility Room, Inside, Washer",,"Public Utilities, Solar Panels - Owned",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1220 Vienna Dr #487,Sunnyvale,CA,94089,339000,3.0,2.0,SUNNYVALE,1620.0,,2004.0,35.0,209.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-487/home/2122846,MLSListings,ML81938258,N,Y,37.4000212,-121.9966057,7,6,8,209.0,2397.0,86,Very bikeable,64,Somewhat walkable,45,Some transit,Severe,Minimal,Major,Minimal,"Places4 groceries, 31 restaurants, 5 parksTransit20, 200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 27, 2023",Price ChangedMLSListings #ML81938258,339000.0,"Aug 25, 2023",Listed (Active)MLSListings #ML81938258,349000.0,"Feb 16, 2022",Pending (Pending (Do Not Show))MLSListings #ML81872771,NA,"Feb 2, 2022",ContingentMLSListings #ML81872771,NA,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-487/home/2122846,,Central Forced Air,Central Forced Air,2.5,336554.0,"Carport, Common Parking Area, Covered Parking, Guest/Visitor Parking, Off-Street Parking, Parking Restrictions, Room for Oversized Vehicle, Tandem Parking","Double Sinks, Shower and Tub, Skylight, Stall Shower, Tub, Tub w/Jets","Breakfast Bar, Dining ""L"", Dining Area in Living Room",Washer/Dryer,"Carpet, Tile, Vinyl/Linoleum","Individual Electric Meters, Individual Gas Meters","Dec 17, 2021",Listed (Active)MLSListings #ML81872771,268000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,315 Meadowlake Dr,Sunnyvale,CA,94089,1398000,3.0,2.0,SUNNYVALE,1108.0,6240.0,1957.0,37.0,1262.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/315-Meadowlake-Dr-94089/home/577484,MLSListings,ML81939635,N,Y,37.3971441,-122.0041568,4,5,6,1262.0,9885.0,78,Very bikeable,47,Car-dependent,41,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 34 restaurants, 3 parksTransit20, 200, 55, 56, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 13, 2023",Relisted (Active)MLSListings #ML81939635,NA,"Sep 13, 2023",Listing RemovedMLSListings #ML81939635,NA,"Aug 23, 2023",Listed (Active)MLSListings #ML81939635,1480000.0,"Jan 31, 2022",ListedMLSListings #ML81876652,1400000.0,https://www.redfin.com/CA/Sunnyvale/315-Meadowlake-Dr-94089/home/577484,2.0,Forced Air,Ceiling Fan,2.5,1395572.0,Attached Garage,,Dining Area,,,Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,815 W Washington Ave,Sunnyvale,CA,94086,3999000,5.0,5.5,SUNNYVALE,3663.0,7350.0,2023.0,38.0,1092.0,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/815-W-Washington-Ave-94086/home/1427407,MLSListings,ML81939378,N,Y,37.3780604,-122.0388629,4,7,8,1092.0,28275.0,86,Very bikeable,77,Very walkable,48,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 33 restaurants, 5 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 522, Rapid 523, School 255","Sep 7, 2023",Price ChangedMLSListings #ML81939378,3999000.0,"Aug 22, 2023",Listed (Active)MLSListings #ML81939378,3699000.0,"Oct 21, 2021",Pending (Pending (Do Not Show))MLSListings #ML81866500,NA,"Oct 12, 2021",Listed (Active)MLSListings #ML81866500,1398000.0,https://www.redfin.com/CA/Sunnyvale/815-W-Washington-Ave-94086/home/1427407,2.0,"Electric, Fireplace, Heat Pump, Heating (2+ Zones)","Central Forced Air, Multi-Zone, Window/Wall Unit",2.5,3698430.0,"Attached Garage, Off-Street Parking",,Formal Dining Room,,,Public Utilities,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1220 Vienna #538,Sunnyvale,CA,94089,319000,3.0,2.0,SUNNYVALE,1554.0,,2000.0,43.0,205.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-538/home/114086145,MLSListings,ML81938858,N,Y,37.4014717,-121.9983825,7,6,8,205.0,2256.0,82,Very bikeable,39,Car-dependent,46,Some transit,Severe,Minimal,Major,Minimal,"Places4 groceries, 29 restaurants, 5 parksTransit200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Aug 17, 2023",Listed (Active)MLSListings #ML81938858,319000.0,"Jul 7, 2017",Pending (Pending (Do Not Show))MLSListings #ML81654216,NA,"Jun 29, 2017",Relisted (Active)MLSListings #ML81654216,NA,"Jun 6, 2017",Pending (Pending (Do Not Show))MLSListings #ML81654216,NA,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-538/home/114086145,,Central Forced Air,Central Forced Air,3.0,315027.0,Carport,"Double Sinks, Shower and Tub, Sunken/Garden Tub",Formal Dining Room,Hookups Only,Laminate,Public Utilities,"Jun 2, 2017",Listed (Active)MLSListings #ML81654216,234900.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,669 Spruce Dr,Sunnyvale,CA,94086,3170000,5.0,3.0,SUNNYVALE,2149.0,6200.0,1970.0,44.0,1475.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/669-Spruce-Dr-94086/home/668293,MLSListings,ML81937629,N,Y,37.3646575,-122.0044489,7,6,8,1475.0,22414.0,68,Bikeable,43,Car-dependent,36,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 33 restaurants, 1 parkTransit20, 21, 22, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, School 255","Aug 29, 2023",Price ChangedMLSListings #ML81937629,3170000.0,"Aug 21, 2023",Relisted (Active)MLSListings #ML81937629,NA,"Aug 21, 2023",Listing RemovedMLSListings #ML81937629,NA,"Aug 16, 2023",Listed (Active)MLSListings #ML81937629,2500000.0,https://www.redfin.com/CA/Sunnyvale/669-Spruce-Dr-94086/home/668293,2.0,Central Forced Air,Central Forced Air,2.5,2882470.0,"Attached Garage, On Street","Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Primary (Tub w/ Jets), 2+ Showers Over Tubs, Stall Shower, Tub in Master Bedroom, Tub w/Jets","Dining Area in Living Room, No Formal Dining Room",In Garage,"Carpet, Hardwood, Laminate, Vinyl/Linoleum",Public Utilities,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3303 Kifer Rd #103,Santa Clara,CA,95051,1599900,4.0,3.5,SANTA CLARA,1940.0,647.0,2021.0,50.0,825.0,326.0,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Santa-Clara/3303-Kifer-Rd-95051/unit-103/home/172931885,MLSListings,ML81937859,N,Y,37.3742575,-121.987255,5,6,8,825.0,11638.0,59,Bikeable,33,Car-dependent,38,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 37 restaurants, 0 parksTransit20, 21, 22, 55, 57, 59, ACE Gray, ACE Yellow, Express 121, L1, L2, L3, L6, School 255","Sep 13, 2023",Price ChangedMLSListings #ML81937859,1599900.0,"Aug 25, 2023",Price ChangedMLSListings #ML81937859,1639999.0,"Aug 23, 2023",Price ChangedMLSListings #ML81937859,1669999.0,"Aug 10, 2023",Listed (Active)MLSListings #ML81937859,1649999.0,https://www.redfin.com/CA/Santa-Clara/3303-Kifer-Rd-95051/unit-103/home/172931885,2.0,Central Forced Air,Central Forced Air,2.25,1566038.0,Gate/Door Opener,2+ Showers Over Tubs,No Formal Dining Room,Washer/Dryer,"Carpet, Hardwood, Tile",Individual Electric Meters,,,,4.0,"Insurance, Insurance (Common Area), Landscaping/Gardening, Management Fee",Monthly,One Lawrence Station Owners Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1033 Crestview Dr #209,Mountain View,CA,94040,825000,2.0,2.0,MOUNTAIN VIEW,1140.0,,1969.0,56.0,724.0,612.0,Active,,,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-209/home/1151388,MLSListings,ML81937343,N,Y,37.3727325,-122.0598668,9,7,8,724.0,6445.0,92,Biker's paradise,81,Very walkable,43,Some transit,NA,NA,NA,NA,"Places5 groceries, 26 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 1, 2023",Price ChangedMLSListings #ML81937343,825000.0,"Aug 4, 2023",Listed (Active)MLSListings #ML81937343,875000.0,,,,,,,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-209/home/1151388,1.0,Baseboard,Window/Wall Unit,2.5,815216.0,"Assigned Spaces, Gate/Door Opener, Underground Parking",,Dining Area,"Inside, Washer/Dryer",,Public Utilities,,,,1.0,"Common Area Electricity, Garbage, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis",,Crestview HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #405,Sunnyvale,CA,94089,224900,3.0,2.0,SUNNYVALE,1392.0,,1992.0,58.0,162.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-405/home/592415,MLSListings,ML81936979,N,Y,37.4021054,-121.9996218,7,6,8,162.0,1590.0,72,Very bikeable,54,Somewhat walkable,45,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 26 restaurants, 5 parksTransit200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Aug 29, 2023",Price ChangedMLSListings #ML81936979,224900.0,"Aug 2, 2023",Listed (Active)MLSListings #ML81936979,250000.0,"Jun 3, 2015",Pending (Pending (Do Not Show))MLSListings #ML81463915,NA,"Jun 1, 2015",Relisted (Active)MLSListings #ML81463915,NA,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-405/home/592415,,Central Forced Air,Central Forced Air,3.0,224387.0,,,Dining Area,,,Individual Electric Meters,"May 15, 2015",Pending (Pending (Do Not Show))MLSListings #ML81463915,NA,,,,,"May 7, 2015",Listed (Active)MLSListings #ML81463915,189900.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,577 E Taylor Ave Unit D,Sunnyvale,CA,94085,825000,2.0,2.0,SUNNYVALE,970.0,,1980.0,66.0,851.0,350.0,Active,,,https://www.redfin.com/CA/Sunnyvale/577-E-Taylor-Ave-94085/unit-D/home/659230,MLSListings,ML81936140,N,Y,37.3838385,-122.0184228,3,5,6,851.0,6183.0,81,Very bikeable,72,Very walkable,41,Some transit,NA,NA,NA,NA,"Places3 groceries, 24 restaurants, 4 parksTransit20, 21, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 523, School 255","Aug 5, 2023",Price ChangedMLSListings #ML81936140,825000.0,"Jul 25, 2023",Listed (Active)MLSListings #ML81936140,850000.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/577-E-Taylor-Ave-94085/unit-D/home/659230,1.0,Central Forced Air,,2.5,810820.0,"Assigned Spaces, Detached",,"Dining Area, No Formal Dining Room","Inside, Washer/Dryer",,Public Utilities,,,,1.0,"Common Area Electricity, Garbage, Landscaping/Gardening, Maintenance (Common Area), Reserves, Water/Sewer",,Taylor Gardens,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,600 E Weddell Dr #39,Sunnyvale,CA,94089,219900,2.0,2.0,SUNNYVALE,1120.0,,1988.0,66.0,196.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/600-E-Weddell-Dr-94089/unit-39/home/1446084,MLSListings,ML81936100,N,Y,37.3998136,-122.0105096,4,5,6,196.0,1555.0,71,Very bikeable,39,Car-dependent,45,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 24 restaurants, 6 parksTransit20, 200, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Jul 25, 2023",Listed (Active)MLSListings #ML81936100,219900.0,"Aug 16, 2010",Pending (Pending (Do Not Show))MLSListings #ML81000339,NA,"May 2, 2010",Price ChangedMLSListings #ML81000339,75000.0,"Jan 5, 2010",Listed (Active)MLSListings #ML81000339,99000.0,https://www.redfin.com/CA/Sunnyvale/600-E-Weddell-Dr-94089/unit-39/home/1446084,,Central Forced Air,,3.0,213449.0,Carport,Stall Shower,Dining Area,Hookups Only,Laminate,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,2035 White Oak Ln,Santa Clara,CA,95051,4000000,,,SANTA CLARA,,31173.0,,70.0,,,Active,,,https://www.redfin.com/CA/Santa-Clara/2035-White-Oak-Ln-95051/home/171407753,MLSListings,ML81935773,N,Y,37.3599448,-121.9965692,7,6,8,,28282.0,71,Very bikeable,63,Somewhat walkable,29,Some transit,NA,NA,NA,NA,"Places4 groceries, 36 restaurants, 4 parksTransit20, 21, 22, 53, 56, 57, ACE Gray, L1, L2, L3, L6, Rapid 522","Jul 21, 2023",Listed (Active)MLSListings #ML81935773,4000000.0,,,,,,,,,,https://www.redfin.com/CA/Santa-Clara/2035-White-Oak-Ln-95051/home/171407753,,,,2.5,,,,,,,"Electricity (On Site), Gas (On Site), Public Utilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,854 E California Ave,Sunnyvale,CA,94086,1500000,3.0,1.0,SUNNYVALE,865.0,5200.0,1942.0,71.0,1734.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/854-E-California-Ave-94086/home/827540,MLSListings,ML81935646,N,Y,37.3790918,-122.0174817,5,7,6,1734.0,10606.0,78,Very bikeable,57,Somewhat walkable,42,Some transit,Moderate,Minimal,Major,Minimal,"Places3 groceries, 19 restaurants, 4 parksTransit20, 21, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 523, School 255","Jul 27, 2023",Price ChangedMLSListings #ML81935646,1500000.0,"Jul 20, 2023",Listed (Active)MLSListings #ML81935646,1099900.0,"Aug 21, 2014",Pending (Pending (Do Not Show))MLSListings #ML81429150,NA,"Aug 11, 2014",Listed (Active)MLSListings #ML81429150,545000.0,https://www.redfin.com/CA/Sunnyvale/854-E-California-Ave-94086/home/827540,1.0,Wall Furnace,,2.5,1463436.0,"Attached Garage, On Street",,Dining Area in Living Room,,Hardwood,Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
